store_id,item_id,selected_model,backtest_mae,validation_mae,validation_rmse,validation_bias,validation_wape_percent
WI_1,FOODS_3_030,mean_7_days,3.5905612244897958,3.5051020408163263,4.0285967577724495,0.2499999999999995,53.05019305019305
WI_1,FOODS_3_031,mean_7_days,0.9272959183673469,1.1479591836734693,1.6335138037184673,-0.5357142857142856,82.41758241758241
WI_1,FOODS_3_032,mean_28_days,0.985969387755102,0.9489795918367347,1.105990183371573,0.35714285714285693,85.71428571428572
WI_1,FOODS_3_033,zero_forecast,0.5178571428571429,0.75,1.6146649364939023,-0.75,100.0
WI_1,FOODS_3_034,zero_forecast,0.6160714285714286,0.7142857142857143,1.1338934190276817,-0.7142857142857143,100.0
WI_1,FOODS_3_035,mean_7_days,0.8341836734693876,0.7040816326530613,0.8864052604279183,-0.21428571428571433,89.61038961038963
WI_1,FOODS_3_036,zero_forecast,0.5535714285714286,0.42857142857142855,0.8451542547285166,-0.42857142857142855,100.0
WI_1,FOODS_3_037,last_value_naive,1.1428571428571428,2.392857142857143,2.9459415181858972,-2.392857142857143,100.0
WI_1,FOODS_3_038,mean_7_days,0.8163265306122448,1.076530612244898,1.2717495581974898,0.5357142857142859,143.5374149659864
WI_1,FOODS_3_039,mean_7_days,3.082908163265306,3.3775510204081627,4.329537845911926,-0.9285714285714289,46.81753889674681
WI_1,FOODS_3_040,mean_28_days,0.7589285714285714,1.3214285714285714,1.5555201243130405,0.03571428571428571,77.08333333333334
WI_1,FOODS_3_041,mean_28_days,1.7423469387755104,1.290816326530612,1.4410172144165725,-0.07142857142857137,64.5408163265306
WI_1,FOODS_3_042,weekly_seasonal_naive,3.6875,5.071428571428571,6.08863109175031,-0.5714285714285714,31.98198198198198
WI_1,FOODS_3_043,mean_7_days,0.41454081632653056,0.8214285714285714,1.0714285714285714,0.0357142857142857,100.0
WI_1,FOODS_3_044,mean_28_days,1.1549744897959184,1.1964285714285714,1.4245479053699381,0.6428571428571429,95.71428571428572
WI_1,FOODS_3_045,zero_forecast,0.6071428571428571,0.6428571428571429,1.0,-0.6428571428571429,100.0
WI_1,FOODS_3_046,mean_28_days,1.1103316326530612,1.5816326530612244,2.400042516630206,-0.5357142857142858,90.37900874635568
WI_1,FOODS_3_047,mean_28_days,1.3584183673469388,1.2959183673469385,1.5185922589620928,0.8571428571428571,129.59183673469386
WI_1,FOODS_3_048,mean_28_days,1.7295918367346939,3.0484693877551017,3.86985339594699,0.39285714285714274,87.09912536443147
WI_1,FOODS_3_049,zero_forecast,0.4017857142857143,0.25,0.5,-0.25,100.0
WI_1,FOODS_3_050,zero_forecast,0.26785714285714285,0.21428571428571427,0.4629100498862757,-0.21428571428571427,100.0
